,state0,state1,state2,action,reward,state_0,state_1,state_2,a_loss,c_loss
0,-0.943915352258084,-0.33018753424606617,0.7972135328817984,1.999771475792283,-7.9360862267505246,-0.9290427963762383,-0.369972272611637,0.8495386035660913,9.112055778503418,0.05619601905345917
1,-0.9290427963762383,-0.369972272611637,0.8495386035660913,1.9997309446337497,-7.7082037375975485,-0.9120338283027113,-0.41011497903819677,0.8720190408024261,5.044488430023193,0.028023218736052513
2,-0.9120338283027113,-0.41011497903819677,0.8720190408024261,1.9996629953386522,-7.473069490182139,-0.893462882619475,-0.4491370363055112,0.8643822558245764,11.780574798583984,0.08650746941566467
3,-0.893462882619475,-0.4491370363055112,0.8643822558245764,1.9996004104613208,-7.238584461168955,-0.8741212327675462,-0.4857078035454499,0.8274695401646411,10.708663940429688,0.07676330953836441
4,-0.8741212327675462,-0.4857078035454499,0.8274695401646411,1.9995340108873563,-7.012637121267107,-0.8549568630209058,-0.5186991058151653,0.7631187891386572,3.569437026977539,0.018930992111563683
5,-0.8549568630209058,-0.5186991058151653,0.7631187891386572,1.999437451362729,-6.802819520297085,-0.8369942988801021,-0.5472116077370859,0.6740100774816926,6.945774078369141,0.04653729498386383
6,-0.8369942988801021,-0.5472116077370859,0.6740100774816926,1.999333977699185,-6.616157950541362,-0.8212464158228545,-0.5705736801659493,0.563501468333756,8.37837028503418,0.0252260472625494
7,-0.8212464158228545,-0.5705736801659493,0.563501468333756,1.9992660284040038,-6.458875116526856,-0.8086296100965318,-0.5883180718583536,0.4354611124698946,4.716856956481934,0.02615094929933548
8,-0.8086296100965318,-0.5883180718583536,0.4354611124698946,1.9994491338727889,-6.336196402167674,-0.7998900802262149,-0.6001465317367913,0.2941399286570478,11.41458797454834,0.08836568892002106
9,-0.7998900802262149,-0.6001465317367913,0.2941399286570478,1.9996618032456803,-6.252196689725639,-0.7955489565557401,-0.605889311444816,0.14397930034130646,10.830533981323242,0.12100537121295929
10,-0.7955489565557401,-0.605889311444816,0.14397930034130646,1.9997881650926144,-6.209705484422946,-0.795866014190977,-0.6054727801113503,-0.01046945847841324,7.779989719390869,0.016300514340400696
11,-0.795866014190977,-0.6054727801113503,-0.01046945847841324,1.9998487234116424,-6.2102515955886926,-0.8008219481450858,-0.5989025023900882,-0.16459673505017952,6.670840263366699,0.07290817052125931
12,-0.8008219481450858,-0.5989025023900882,-0.16459673505017952,1.9998691081999427,-6.254022534652754,-0.8101195752858117,-0.5862646789111008,-0.31379324561275423,11.92325210571289,0.070591501891613
