,state0,state1,state2,action,reward,state_0,state_1,state_2,a_loss,c_loss
0,0.7747472405513637,-0.6322710757721307,0.8290963418592219,2.0,-0.5412544426384881,0.7950317275630936,-0.6065678463024914,0.6548930350301237,54.404109954833984,0.02875460684299469
1,0.7950317275630936,-0.6065678463024914,0.6548930350301237,2.0,-0.4716488790655104,0.8099449463651143,-0.5865059111872719,0.4999671503032551,54.511207580566406,0.03241783380508423
2,0.8099449463651143,-0.5865059111872719,0.4999671503032551,1.4708039736108272,-0.41996060649310285,0.8180967549524476,-0.5750806026430337,0.2807083129544252,53.206912994384766,0.04210933670401573
3,0.8180967549524476,-0.5750806026430337,0.2807083129544252,2.0,-0.3872842765678497,0.8223696810903994,-0.568953519738893,0.14939786097214966,51.775299072265625,0.028045136481523514
4,0.8223696810903994,-0.568953519738893,0.14939786097214966,2.0,-0.37253868544077196,0.8230144227619094,-0.5680204749178334,0.02268272116797998,51.610591888427734,0.013659379445016384
5,0.8230144227619094,-0.5680204749178334,0.02268272116797998,1.8734251173714882,-0.36849633924305647,0.8195250710792292,-0.5730433298386644,-0.12231886741467188,47.90729904174805,0.03889833018183708
6,0.8195250710792292,-0.5730433298386644,-0.12231886741467188,1.4892124350189087,-0.37607578210774983,0.809996278017669,-0.5864350173698046,-0.32871949954083407,54.44865798950195,0.023577909916639328
7,0.809996278017669,-0.5864350173698046,-0.32871949954083407,1.1104011223263994,-0.4047295640119138,0.7919807844180592,-0.6105460155570224,-0.6019855942192278,50.87139892578125,0.018273422494530678
8,0.7919807844180592,-0.6105460155570224,-0.6019855942192278,1.5874589499091796,-0.47007904142352286,0.7662327787811894,-0.642563093183274,-0.8217762634006176,47.02738952636719,0.01637815684080124
9,0.7662327787811894,-0.642563093183274,-0.8217762634006176,1.6027836990316104,-0.557079321603931,0.7310050200940412,-0.682372083688445,-1.0632810284333316,48.655296325683594,0.013004012405872345
10,0.7310050200940412,-0.682372083688445,-1.0632810284333316,2.0,-0.6810617141034965,0.6860461510219297,-0.7275580242619798,-1.2750600911996655,51.08473205566406,0.055653899908065796
11,0.6860461510219297,-0.7275580242619798,-1.2750600911996655,1.7995667600602308,-0.8296431267601401,0.6276266895561626,-0.778514443383533,-1.550793595387116,49.03847885131836,0.03899487107992172
12,0.6276266895561626,-0.778514443383533,-1.550793595387116,2.0,-1.0406871353798441,0.5536716623621736,-0.8327350660907149,-1.8346794279247658,49.56175994873047,0.036334648728370667
13,0.5536716623621736,-0.8327350660907149,-1.8346794279247658,1.3994541273603218,-1.306877110551701,0.45671702047531776,-0.8896120295995037,-2.249312608388754,51.103370666503906,0.04137292876839638
14,0.45671702047531776,-0.8896120295995037,-2.249312608388754,1.8702638815760722,-1.711739868717948,0.3358450398286276,-0.9419172517915294,-2.6359820483519707,51.617279052734375,0.026547767221927643
15,0.3358450398286276,-0.9419172517915294,-2.6359820483519707,1.4160547843815747,-2.2055517218669616,0.18493099622375303,-0.9827515080811071,-3.1300117695383816,53.3458137512207,0.032690562307834625
16,0.18493099622375303,-0.9827515080811071,-3.1300117695383816,2.0,-2.901353672960808,0.007647802406181811,-0.9999707551315469,-3.567075400599212,48.9982795715332,0.02716643176972866
17,0.007647802406181811,-0.9999707551315469,-3.567075400599212,2.0,-3.7198357675771008,-0.19200504335678945,-0.981393938908101,-4.017053466947872,53.73173141479492,0.029930660501122475
18,-0.19200504335678945,-0.981393938908101,-4.017053466947872,1.1810617452149637,-4.726766725066023,-0.4095874374561932,-0.9122708649727169,-4.575939659346703,51.06664276123047,0.02104981243610382
19,-0.4095874374561932,-0.9122708649727169,-4.575939659346703,1.1897532466423826,-6.066582181259451,-0.6257446167216671,-0.7800279960641502,-5.0816798210798835,50.30247116088867,0.026274658739566803
20,-0.6257446167216671,-0.7800279960641502,-5.0816798210798835,2.0,-7.634826139130977,-0.8101575422145185,-0.58621221139868,-5.366700818127996,51.021541595458984,0.09391435235738754
21,-0.8101575422145185,-0.58621221139868,-5.366700818127996,2.0,-9.210465018971698,-0.9390095675060423,-0.34389101781249737,-5.506359976677006,48.37257385253906,0.06353455036878586
22,-0.9390095675060423,-0.34389101781249737,-5.506359976677006,1.9031702039958958,-10.822708426618505,-0.9970279281302025,-0.07704096655933064,-5.478802709436994,53.87394714355469,0.10233847051858902
23,-0.9970279281302025,-0.07704096655933064,-5.478802709436994,2.0,-12.396736608140532,-0.9829892249362654,0.18366323436986556,-5.2365834343564925,49.417991638183594,0.08830051124095917
24,-0.9829892249362654,0.18366323436986556,-5.2365834343564925,1.2431347991672124,-11.486870428874763,-0.9088280994545337,0.41717081110962245,-4.912365788704012,47.00259017944336,0.22334381937980652
25,-0.9088280994545337,0.41717081110962245,-4.912365788704012,0.6651243892811154,-9.764520897719308,-0.7928553752495044,0.609409840696692,-4.499719021979628,45.48747634887695,0.1359882354736328
26,-0.7928553752495044,0.609409840696692,-4.499719021979628,-2.0,-8.210318571325736,-0.6429526871762958,0.7659058963428734,-4.342661641457108,54.03639221191406,0.1345355212688446
27,-0.6429526871762958,0.7659058963428734,-4.342661641457108,-2.0,-7.038883420334563,-0.4749749826630691,0.8799992987748441,-4.068232219199953,49.64295959472656,0.15689630806446075
28,-0.4749749826630691,0.8799992987748441,-4.068232219199953,-2.0,-5.926299743402909,-0.30460525819292716,0.9524786804339613,-3.70823274511882,49.94245147705078,0.06250325590372086
29,-0.30460525819292716,0.9524786804339613,-3.70823274511882,-0.6969468554978686,-4.911189145462547,-0.15398802171582307,0.9880727145144973,-3.0984157631180294,47.525489807128906,0.2114865630865097
30,-0.15398802171582307,0.9880727145144973,-3.0984157631180294,-1.1571075970375548,-3.9383603707403294,-0.028053128096822928,0.9996064335547182,-2.5309273667877896,49.02918243408203,0.03939051926136017
31,-0.028053128096822928,0.9996064335547182,-2.5309273667877896,-1.4081425405903827,-3.198873548636847,0.07150431457425523,0.9974402904421227,-1.9924439227103083,48.966636657714844,0.20663326978683472
32,0.07150431457425523,0.9974402904421227,-1.9924439227103083,-1.9189495751739445,-2.6483590562174157,0.1476340640496323,0.9890420532678017,-1.5322061411548082,49.41318130493164,0.2124505341053009
33,0.1476340640496323,0.9890420532678017,-1.5322061411548082,-2.0,-2.2626150300123005,0.20131177048004953,0.9795272181344364,-1.090424601203957,47.4730224609375,0.21216869354248047
34,0.20131177048004953,0.9795272181344364,-1.090424601203957,-1.8476430554257495,-1.9940123410020678,0.23220419435185788,0.9726670612935366,-0.632925645916992,50.175804138183594,0.16693460941314697
35,0.23220419435185788,0.9726670612935366,-0.632925645916992,-1.3339678729670115,-1.8279459000469518,0.23723561188642034,0.9714521421320125,-0.10352053089189117,53.30508804321289,0.17439822852611542
36,0.23723561188642034,0.9714521421320125,-0.10352053089189117,-2.0,-1.7773703500660034,0.22141554381513054,0.975179551137661,0.3250685757071182,46.036155700683594,0.12816208600997925
37,0.22141554381513054,0.975179551137661,0.3250685757071182,-2.0,-1.8304054667428036,0.1843820962038799,0.9828546396082501,0.756453239060364,46.5040283203125,0.38176560401916504
38,0.1843820962038799,0.9828546396082501,0.756453239060364,-2.0,-1.9804255957389583,0.12543217191749267,0.9921021974817215,1.1935942187665516,46.268409729003906,0.15032672882080078
39,0.12543217191749267,0.9921021974817215,1.1935942187665516,-2.0,-2.234586784437104,0.04386580811380699,0.9990374321708485,1.6376708668778426,44.85799789428711,0.19117200374603271
40,0.04386580811380699,0.9990374321708485,1.6376708668778426,-1.099990094677784,-2.600880375663828,-0.06716702740076917,0.9977417453580583,2.2219504268043115,47.29022216796875,0.13252288103103638
41,-0.06716702740076917,0.9977417453580583,2.2219504268043115,-1.1930265369778703,-3.178219415373148,-0.20531227697918839,0.9786965152291189,2.791302755276175,52.3577880859375,0.05984300374984741
42,-0.20531227697918839,0.9786965152291189,2.791302755276175,-1.723860126401286,-3.941896249684705,-0.3617273805221266,0.9322839171521734,3.266746122737821,49.87152099609375,0.40667906403541565
43,-0.3617273805221266,0.9322839171521734,3.266746122737821,-2.0,-4.838319509952639,-0.5255981245040715,0.8507329848535335,3.6659590606019514,40.285491943359375,0.08734039962291718
44,-0.5255981245040715,0.8507329848535335,3.6659590606019514,-1.3886376145670773,-5.858140531994094,-0.6876183026908631,0.7260723585184445,4.09571315705704,48.388423919677734,0.07726261019706726
