,state0,state1,state2,action,reward,state_0,state_1,state_2,a_loss
0,-0.1382572429466283,-0.9903963523624252,0.4554675094388625,2.0,-0.2947128026756808,-0.13762978701482112,-0.9904837412730484,0.012670245167043626,0.5617176294326782
1,-0.13762978701482112,-0.9904837412730484,0.012670245167043626,2.0,-0.2924233440680082,-0.1589012441152876,-0.9872944822182558,-0.43019256078774265,0.48021405935287476
2,-0.1589012441152876,-0.9872944822182558,-0.43019256078774265,2.0,-0.3016700688537096,-0.20171718349270473,-0.9794438104780542,-0.8706634224514345,0.5570417642593384
3,-0.20171718349270473,-0.9794438104780542,-0.8706634224514345,2.0,-0.32265520746143417,-0.2651631663709889,-0.9642035548576406,-1.3052462803099751,0.4318028688430786
4,-0.2651631663709889,-0.9642035548576406,-1.3052462803099751,1.9999992847442627,-0.3556911118678366,-0.34739635410503,-0.9377183869129008,-1.7283990537415663,0.46436893939971924
5,-0.34739635410503,-0.9377183869129008,-1.7283990537415663,1.9984391927719116,-0.4010624709657928,-0.4451924683207875,-0.8954349033572706,-2.1319219650104553,1.0202089548110962
6,-0.4451924683207875,-0.8954349033572706,-2.1319219650104553,1.9642318487167358,-0.4588145321364479,-0.5537261164439825,-0.8326988579119495,-2.508863365220898,0.4183926284313202
7,-0.5537261164439825,-0.8326988579119495,-2.508863365220898,1.8492794036865234,-0.5288220929702663,-0.6665954711330353,-0.7454196656011476,-2.8559955981018814,0.10460705310106277
8,-0.6665954711330353,-0.7454196656011476,-2.8559955981018814,1.4266446828842163,-0.6109677538315722,-0.7768736480207972,-0.6296565214550379,-3.2010636448701097,0.7048722505569458
9,-0.7768736480207972,-0.6296565214550379,-3.2010636448701097,0.3120594620704651,-0.7078748179472154,-0.8776850682951696,-0.4792378541932007,-3.6264971166508184,0.8942232131958008
10,-0.8776850682951696,-0.4792378541932007,-3.6264971166508184,-0.8957222700119019,-0.8295092069064658,-0.9571584624188695,-0.28956463496073837,-4.120283847797504,0.7291967272758484
11,-0.9571584624188695,-0.28956463496073837,-4.120283847797504,-1.8078529834747314,-0.9811024963200378,-0.9979946806607386,-0.06329784651052789,-4.608635271539267,0.25895074009895325
12,-0.9979946806607386,-0.06329784651052789,-4.608635271539267,-1.9731348752975464,-1.1603483389578675,-0.9830714142764932,0.1832227999797388,-4.9520788877167945,0.6064804196357727
13,-0.9830714142764932,0.1832227999797388,-4.9520788877167945,-1.9933393001556396,-1.1202076158202277,-0.9047742847615712,0.42589141061330105,-5.113662682755336,0.9124059677124023
14,-0.9047742847615712,0.42589141061330105,-5.113662682755336,-1.9874039888381958,-0.9917794224715184,-0.7683324378235312,0.6400509862410569,-5.09235472312109,1.294318675994873
15,-0.7683324378235312,0.6400509862410569,-5.09235472312109,-1.9476622343063354,-0.8584947231309663,-0.5899592832645523,0.8074329966566736,-4.904465818586248,0.3784085214138031
16,-0.5899592832645523,0.8074329966566736,-4.904465818586248,-1.9425134658813477,-0.7257095964951267,-0.3907949000867146,0.9204777814082287,-4.590268090975945,1.739389419555664
17,-0.3907949000867146,0.9204777814082287,-4.590268090975945,-1.9978035688400269,-0.6000980442771032,-0.19034738932613363,0.9817167979497576,-4.199580290245778,0.9454882144927979
18,-0.19034738932613363,0.9817167979497576,-4.199580290245778,-1.9997334480285645,-0.48733911092023235,-0.003353351667663438,0.9999943775004903,-3.763252708987744,0.6627960801124573
19,-0.003353351667663438,0.9999943775004903,-3.763252708987744,-1.999922513961792,-0.38981540152222766,0.16159719610039308,0.986856801269815,-3.3132453029566453,0.845983624458313
20,0.16159719610039308,0.986856801269815,-3.3132453029566453,-1.9999794960021973,-0.3085596172910862,0.3012124376918174,0.9535570603690966,-2.8730996264046134,0.5547914505004883
21,0.3012124376918174,0.9535570603690966,-2.8730996264046134,-1.9999967813491821,-0.24292712303734737,0.4158347254594825,0.9094402020485112,-2.457931348330168,0.3032230734825134
22,0.4158347254594825,0.9094402020485112,-2.457931348330168,-2.0,-0.1912160184473465,0.5078206001904305,0.8614628477318281,-2.075851196793785,0.6918626427650452
23,0.5078206001904305,0.8614628477318281,-2.075851196793785,-2.0,-0.15126573533449253,0.5803355956762926,0.8143774287092213,-1.7297540609949138,0.5871391892433167
24,0.5803355956762926,0.8143774287092213,-1.7297540609949138,-2.0,-0.12088533073398841,0.6366060275022322,0.7711891893354232,-1.418970989462998,0.7129354476928711
25,0.6366060275022322,0.7711891893354232,-1.418970989462998,-2.0,-0.09809927897857587,0.6795273685316013,0.7336501587381531,-1.1405790974614307,0.8695386648178101
26,0.6795273685316013,0.7336501587381531,-1.1405790974614307,-2.0,-0.08125376861513053,0.7115033182879102,0.7026827364218453,-0.8903414784078159,0.8188068270683289
27,0.7115033182879102,0.7026827364218453,-0.8903414784078159,-2.0,-0.0690362705030939,0.7344132563772585,0.6787025628781367,-0.6633294260914319,0.7576844692230225
28,0.7344132563772585,0.6787025628781367,-0.6633294260914319,-2.0,-0.06045084739174578,0.7496392823162412,0.661846618491317,-0.45430250393282945,0.5745176076889038
29,0.7496392823162412,0.661846618491317,-0.45430250393282945,-2.0,-0.0547772215006007,0.7581118053275775,0.6521245974681228,-0.2579175400643418,0.42448902130126953
30,0.7581118053275775,0.6521245974681228,-0.2579175400643418,-2.0,-0.05152969426698606,0.7603514063283829,0.649511923596827,-0.06882409196324984,0.26216304302215576
31,0.7603514063283829,0.649511923596827,-0.06882409196324984,-1.9999985694885254,-0.050424115833295056,0.7564959353141025,0.653998394381241,0.11831006531109153,0.8716980218887329
32,0.7564959353141025,0.653998394381241,0.11831006531109153,-1.9999934434890747,-0.0513566022178759,0.7463081035749949,0.6656006419305007,0.308809844573661,0.5479385852813721
33,0.7463081035749949,0.6656006419305007,0.308809844573661,-1.9999887943267822,-0.05439547895741677,0.7291625231202131,0.68434056936365,0.5080120068725191,0.30390465259552
34,0.7291625231202131,0.68434056936365,0.5080120068725191,-1.9999985694885254,-0.05978697175657477,0.7040141255293108,0.7101859693454946,0.7212676484719777,0.8353146314620972
35,0.7040141255293108,0.7101859693454946,0.7212676484719777,-2.0,-0.06797472397479147,0.6693537833019073,0.7429438153584854,0.9539071254810986,0.42531466484069824
36,0.6693537833019073,0.7429438153584854,0.9539071254810986,-2.0,-0.07963292564786865,0.6231648701134611,0.7820904964621889,1.2111149869999627,1.481682538986206
37,0.6231648701134611,0.7820904964621889,1.2111149869999627,-2.0,-0.09571080814934572,0.5629069903178459,0.826520247937886,1.4976828593466043,1.0991919040679932
38,0.5629069903178459,0.826520247937886,1.4976828593466043,-2.0,-0.11748350928854549,0.485574388482966,0.8741953518804556,1.8175730453000187,0.47257378697395325
